Stock_symbol,Date,Url,Sentiment
GE,2023-12-16 21:00:00+00:00,https://www.nasdaq.com/articles/rolls-royce-can-grow-market-share-and-improve-profit-says-ceo,4.856880187988281
GE,2023-12-16 00:00:00+00:00,https://www.nasdaq.com/articles/general-electrics-ge-unit-wins-wind-turbine-deal-in-spain,4.7226409912109375
GE,2023-12-16 00:00:00+00:00,https://www.nasdaq.com/articles/focus-north-american-aviation-companies-get-labor-relief-from-foreign-workers-at-a-cost,3.151578664779663
GE,2023-12-16 00:00:00+00:00,https://www.nasdaq.com/articles/airbus-on-course-for-record-jetliner-orders-in-2023-sources-say,4.663423538208008
GE,2023-12-15 00:00:00+00:00,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-ge-14,2.5931379795074463
GE,2023-12-15 00:00:00+00:00,https://www.nasdaq.com/articles/general-electric-co.-shares-close-in-on-52-week-high-market-mover-8,3.569685220718384
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/ge-quantitative-stock-analysis-10,2.499889850616455
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-hold-near-six-month-low-on-record-output-mild-weather,0.3785063326358795
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/general-electrics-ge-unit-to-upgrade-shuaiba-plant-in-kuwait,4.4855427742004395
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/we-can-all-learn-from-general-electrics-ge-quiet-success-story,3.2010130882263184
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/prolec-ge-invests-addl.-%2485-mln-to-support-demand-for-single-phase-pad-mount-transformers,4.774947166442871
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/japan-picks-three-winners-in-2nd-offshore-wind-power-tender,3.4160568714141846
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/ge-vernova-led-consortium-awarded-ps1-bln-to-construct-two-hvdc-converter-stations-for,4.70400857925415
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/ge-quantitative-stock-analysis-9,2.499889850616455
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/the-3-most-undervalued-renewable-energy-stocks-to-buy-in-december,3.180513620376587
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-climb-4-to-one-week-high-with-rising-demand,4.738962650299072
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/noteworthy-thursday-option-activity%3A-wmt-zion-ge,2.526916980743408
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/wells-fargo-upgrades-general-electric-ge,2.630122184753418
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/sp-500-dow-eye-muted-open-as-rate-cut-cheer-subsides,0.9146216511726379
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/daily-dividend-report%3A-abtgepfeeqrnue,2.4704160690307617
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-drop-to-near-6-month-low-on-mild-weather-ample-output,0.11708959937095642
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/honeywell-hon-to-acquire-carriers-global-access-unit,2.7005040645599365
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/the-zacks-analyst-blog-highlights-general-electric-3m-itt-markel-group-and-honeywell,2.5263264179229736
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/notable-etf-outflow-detected-sphq-cop-ge-hon,4.287477493286133
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/naked-put-trade-ideas-for-december-13th,2.574962615966797
GE,2023-12-10 00:00:00+00:00,https://www.nasdaq.com/articles/this-cant-possibly-be-a-great-stock-can-it-but-its-up-166-for-patient-investors,4.797758102416992
GE,2023-12-09 00:00:00+00:00,https://www.nasdaq.com/articles/3-wind-stocks-to-buy-for-a-sustainable-and-profitable-future,4.164462566375732
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-little-changed-as-record-lng-feedgas-offsets-mild-weather,4.420099258422852
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-ge-13,2.5931379795074463
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/watch-these-big-5-multi-sector-conglomerates-for-2024,2.55340838432312
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/bull-of-the-day%3A-griffon-gff,2.7502288818359375
GE,2023-12-07 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-slides-to-3-month-low-on-mild-weather-golden-pass-lng-delay,0.20441576838493347
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-drops-5-to-near-3-month-low-as-oil-prices-collapse,0.12141615152359009
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/noteworthy-etf-outflows%3A-xli-ge-hon-cat,3.447364568710327
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/analysis-us-airlines-plans-for-growth-constrained-by-antitrust-concerns,1.2147302627563477
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/safran-urges-realistic-aero-output-plans-as-supply-remains-tight,3.3095879554748535
