Stock_symbol,Date,Url,Sentiment
GE,2023-12-16 21:00:00+00:00,https://www.nasdaq.com/articles/rolls-royce-can-grow-market-share-and-improve-profit-says-ceo,2
GE,2023-12-16 00:00:00+00:00,https://www.nasdaq.com/articles/general-electrics-ge-unit-wins-wind-turbine-deal-in-spain,4
GE,2023-12-16 00:00:00+00:00,https://www.nasdaq.com/articles/focus-north-american-aviation-companies-get-labor-relief-from-foreign-workers-at-a-cost,4
GE,2023-12-16 00:00:00+00:00,https://www.nasdaq.com/articles/airbus-on-course-for-record-jetliner-orders-in-2023-sources-say,3
GE,2023-12-15 00:00:00+00:00,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-ge-14,3
GE,2023-12-15 00:00:00+00:00,https://www.nasdaq.com/articles/general-electric-co.-shares-close-in-on-52-week-high-market-mover-8,4
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/ge-quantitative-stock-analysis-10,4
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-hold-near-six-month-low-on-record-output-mild-weather,3
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/general-electrics-ge-unit-to-upgrade-shuaiba-plant-in-kuwait,3
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/we-can-all-learn-from-general-electrics-ge-quiet-success-story,4
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/prolec-ge-invests-addl.-%2485-mln-to-support-demand-for-single-phase-pad-mount-transformers,3
GE,2023-12-13 00:00:00+00:00,https://www.nasdaq.com/articles/japan-picks-three-winners-in-2nd-offshore-wind-power-tender,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/ge-vernova-led-consortium-awarded-ps1-bln-to-construct-two-hvdc-converter-stations-for,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/ge-quantitative-stock-analysis-9,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/the-3-most-undervalued-renewable-energy-stocks-to-buy-in-december,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-climb-4-to-one-week-high-with-rising-demand,3
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/noteworthy-thursday-option-activity%3A-wmt-zion-ge,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/wells-fargo-upgrades-general-electric-ge,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/sp-500-dow-eye-muted-open-as-rate-cut-cheer-subsides,4
GE,2023-12-12 00:00:00+00:00,https://www.nasdaq.com/articles/daily-dividend-report%3A-abtgepfeeqrnue,3
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-drop-to-near-6-month-low-on-mild-weather-ample-output,3
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/honeywell-hon-to-acquire-carriers-global-access-unit,2
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/the-zacks-analyst-blog-highlights-general-electric-3m-itt-markel-group-and-honeywell,3
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/notable-etf-outflow-detected-sphq-cop-ge-hon,2
GE,2023-12-11 00:00:00+00:00,https://www.nasdaq.com/articles/naked-put-trade-ideas-for-december-13th,4
GE,2023-12-10 00:00:00+00:00,https://www.nasdaq.com/articles/this-cant-possibly-be-a-great-stock-can-it-but-its-up-166-for-patient-investors,4
GE,2023-12-09 00:00:00+00:00,https://www.nasdaq.com/articles/3-wind-stocks-to-buy-for-a-sustainable-and-profitable-future,4
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-little-changed-as-record-lng-feedgas-offsets-mild-weather,3
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-ge-13,3
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/watch-these-big-5-multi-sector-conglomerates-for-2024,4
GE,2023-12-08 00:00:00+00:00,https://www.nasdaq.com/articles/bull-of-the-day%3A-griffon-gff,4
GE,2023-12-07 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-slides-to-3-month-low-on-mild-weather-golden-pass-lng-delay,3
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-drops-5-to-near-3-month-low-as-oil-prices-collapse,3
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/noteworthy-etf-outflows%3A-xli-ge-hon-cat,4
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/analysis-us-airlines-plans-for-growth-constrained-by-antitrust-concerns,3
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/safran-urges-realistic-aero-output-plans-as-supply-remains-tight,2
GE,2023-12-06 00:00:00+00:00,https://www.nasdaq.com/articles/safran-warns-against-over-promising-as-aerospace-supply-remains-tight,3
GE,2023-12-05 00:00:00+00:00,https://www.nasdaq.com/articles/heres-why-investors-should-invest-in-itt-stock-right-now,2
GE,2023-12-05 00:00:00+00:00,https://www.nasdaq.com/articles/focus-ukraine-aerospace-sectors-push-for-western-tie-ups-met-with-skepticism,3
GE,2023-12-04 00:00:00+00:00,https://www.nasdaq.com/articles/validea-detailed-fundamental-analysis-ge-12,3
GE,2023-12-04 00:00:00+00:00,https://www.nasdaq.com/articles/should-you-retain-markel-mkl-stock-in-your-portfolio-1,2
GE,2023-12-03 00:00:00+00:00,https://www.nasdaq.com/articles/general-electric-co.-shares-near-52-week-high-market-mover-10,4
GE,2023-12-01 00:00:00+00:00,https://www.nasdaq.com/articles/general-electrics-ge-unit-clinches-turbine-deal-in-india,4
GE,2023-11-30 00:00:00+00:00,https://www.nasdaq.com/articles/foreign-wind-power-players-urge-japan-to-scale-up-offshore-auctions,3
GE,2023-11-29 00:00:00+00:00,https://www.nasdaq.com/articles/exclusive-emirates-tells-rolls-royce%3A-go-back-to-basics-put-products-first,3
GE,2023-11-29 00:00:00+00:00,https://www.nasdaq.com/articles/ge-factor-based-stock-analysis-3,3
GE,2023-11-29 00:00:00+00:00,https://www.nasdaq.com/articles/down-20-this-year-is-rtx-stock-a-better-pick-than-general-electric,3
GE,2023-11-29 00:00:00+00:00,https://www.nasdaq.com/articles/exclusive-emirates-tells-rolls-royce%3A-go-back-to-basics-get-engines-right,4
GE,2023-11-28 00:00:00+00:00,https://www.nasdaq.com/articles/2-boring-stocks-that-have-crushed-lockheed-martin-stock,4
GE,2023-11-28 00:00:00+00:00,https://www.nasdaq.com/articles/rolls-royce-aims-for-huge-jump-in-civil-aerospace-profitability,4
GE,2023-11-27 00:00:00+00:00,https://www.nasdaq.com/articles/general-electric-co.-shares-close-in-on-52-week-high-market-mover-7,4
GE,2023-11-27 00:00:00+00:00,https://www.nasdaq.com/articles/us-stocks-wall-st-ends-lower-amid-cyber-monday-madness-0,3
GE,2023-11-27 00:00:00+00:00,https://www.nasdaq.com/articles/mtum-ge-ba-syk%3A-large-outflows-detected-at-etf,3
GE,2023-11-25 00:00:00+00:00,https://www.nasdaq.com/articles/3-clean-coal-technology-stocks-for-a-greener-portfolio,4
GE,2023-11-22 00:00:00+00:00,https://www.nasdaq.com/articles/us-drillers-add-oil-and-gas-rigs-for-second-week-in-a-row-baker-hughes-1,3
GE,2023-11-22 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-up-1-on-surprise-storage-draw-colder-forecasts,3
GE,2023-11-22 00:00:00+00:00,https://www.nasdaq.com/articles/3-best-long-term-stocks-to-buy-and-hold-for-the-next-10-years,4
GE,2023-11-22 00:00:00+00:00,https://www.nasdaq.com/articles/the-3-most-undervalued-manufacturing-stocks-to-buy%3A-november-2023,4
GE,2023-11-21 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-ease-to-fresh-7-week-low-on-record-output,3
GE,2023-11-21 00:00:00+00:00,https://www.nasdaq.com/articles/ge-quantitative-stock-analysis-8,3
GE,2023-11-21 00:00:00+00:00,https://www.nasdaq.com/articles/jacobs-beats-q4-profit-estimates-on-higher-infrastructure-spending,3
GE,2023-11-21 00:00:00+00:00,https://www.nasdaq.com/articles/5-must-buy-u.s.-giants-for-2024-that-have-skyrocketed-in-2023,4
GE,2023-11-21 00:00:00+00:00,https://www.nasdaq.com/articles/3-green-energy-stocks-that-will-have-you-cleaning-up-for-years,4
GE,2023-11-20 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-prices-hit-one-month-lows-on-surplus-inventory,3
GE,2023-11-20 00:00:00+00:00,https://www.nasdaq.com/articles/analysis-economics-and-nature-square-off-in-dubai-airshow-jet-engine-rift,3
GE,2023-11-17 00:00:00+00:00,https://www.nasdaq.com/articles/short-seller-jim-chanos-to-close-hedge-funds-wsj,3
GE,2023-11-17 00:00:00+00:00,https://www.nasdaq.com/articles/us-drillers-add-oil-and-gas-rigs-for-first-time-in-three-weeks-baker-hughes,3
GE,2023-11-17 00:00:00+00:00,https://www.nasdaq.com/articles/us-natgas-rig-count-fell-4-at-114-baker-hughes,3
GE,2023-11-17 00:00:00+00:00,https://www.nasdaq.com/articles/economics-and-nature-square-off-in-dubai-airshow-jet-engine-rift,3
