,Actual,Predicted
0,-0.43508291244506836,-0.39450588822364807
1,-0.44764280319213867,-0.3831980526447296
2,-0.3971812129020691,-0.4053812026977539
3,-0.4430580139160156,-0.4101046025753021
4,-0.39099717140197754,-0.40182849764823914
5,-0.3945499360561371,-0.42795422673225403
6,-0.4005919396877289,-0.395923376083374
7,-0.4176144301891327,-0.40338799357414246
8,-0.4313560724258423,-0.40909355878829956
9,-0.4056955575942993,-0.4089936912059784
10,-0.3710782825946808,-0.40980976819992065
11,-0.3878571689128876,-0.4061717689037323
12,-0.40656140446662903,-0.4077754020690918
13,-0.3989810347557068,-0.39610183238983154
14,-0.31510406732559204,-0.3938000500202179
15,-0.39533206820487976,-0.4013795256614685
16,-0.4185243844985962,-0.4014623463153839
17,-0.41378381848335266,-0.41319864988327026
18,-0.400922954082489,-0.4074467718601227
19,-0.42342567443847656,-0.41589802503585815
20,-0.44764280319213867,-0.3975745439529419
21,-0.3971812129020691,-0.40649545192718506
22,-0.4430580139160156,-0.4061139225959778
23,-0.39099717140197754,-0.407744824886322
24,-0.3945499360561371,-0.41402849555015564
25,-0.4005919396877289,-0.40540027618408203
26,-0.4176144301891327,-0.4055638909339905
27,-0.4313560724258423,-0.4080682098865509
28,-0.4056955575942993,-0.4075183868408203
29,-0.3710782825946808,-0.4079728424549103
30,-0.3878571689128876,-0.4060601592063904
31,-0.40656140446662903,-0.40795886516571045
32,-0.3989810347557068,-0.4057749807834625
33,-0.31510406732559204,-0.4017578661441803
34,-0.39533206820487976,-0.40592509508132935
35,-0.4185243844985962,-0.40581685304641724
36,-0.41378381848335266,-0.4080463647842407
37,-0.400922954082489,-0.4072672724723816
38,-0.42342567443847656,-0.4095543622970581
39,-0.3887428343296051,-0.4089144468307495
40,-0.3971812129020691,-0.40321338176727295
41,-0.4430580139160156,-0.4048812985420227
42,-0.39099717140197754,-0.40321046113967896
43,-0.3945499360561371,-0.4194280505180359
44,-0.4005919396877289,-0.39721691608428955
45,-0.4176144301891327,-0.4014955759048462
46,-0.4313560724258423,-0.4060845971107483
47,-0.4056955575942993,-0.40533334016799927
48,-0.3710782825946808,-0.40705204010009766
49,-0.3878571689128876,-0.4029195308685303
50,-0.40656140446662903,-0.40568792819976807
51,-0.3989810347557068,-0.39957374334335327
52,-0.31510406732559204,-0.3968709111213684
53,-0.39533206820487976,-0.40157926082611084
54,-0.4185243844985962,-0.40143537521362305
55,-0.41378381848335266,-0.4084852933883667
56,-0.400922954082489,-0.40349721908569336
57,-0.42342567443847656,-0.40925920009613037
58,-0.3887428343296051,-0.40970587730407715
59,-0.421010285615921,-0.401744544506073
60,-0.4430580139160156,-0.3970971703529358
61,-0.39099717140197754,-0.3982420861721039
62,-0.3945499360561371,-0.4138488173484802
63,-0.4005919396877289,-0.39265182614326477
64,-0.4176144301891327,-0.39524051547050476
65,-0.4313560724258423,-0.39916589856147766
66,-0.4056955575942993,-0.3996613919734955
67,-0.3710782825946808,-0.40247347950935364
68,-0.3878571689128876,-0.39805203676223755
69,-0.40656140446662903,-0.3998384177684784
70,-0.3989810347557068,-0.3940766751766205
71,-0.31510406732559204,-0.39402320981025696
72,-0.39533206820487976,-0.3961729109287262
73,-0.4185243844985962,-0.3949837386608124
74,-0.41378381848335266,-0.4018184244632721
75,-0.400922954082489,-0.3986169993877411
76,-0.42342567443847656,-0.40302008390426636
77,-0.3887428343296051,-0.4043462574481964
78,-0.421010285615921,-0.39569708704948425
79,-0.4235420823097229,-0.39928579330444336
80,-0.39099717140197754,-0.3987741470336914
81,-0.3945499360561371,-0.40961921215057373
82,-0.4005919396877289,-0.3973004221916199
83,-0.4176144301891327,-0.4009976089000702
84,-0.4313560724258423,-0.40260499715805054
85,-0.4056955575942993,-0.4030829071998596
86,-0.3710782825946808,-0.40309059619903564
87,-0.3878571689128876,-0.40245550870895386
88,-0.40656140446662903,-0.4019685983657837
89,-0.3989810347557068,-0.39655613899230957
90,-0.31510406732559204,-0.3974812626838684
91,-0.39533206820487976,-0.3995521068572998
92,-0.4185243844985962,-0.3995838165283203
93,-0.41378381848335266,-0.404755175113678
94,-0.400922954082489,-0.40271294116973877
95,-0.42342567443847656,-0.40588146448135376
96,-0.3887428343296051,-0.40549975633621216
97,-0.421010285615921,-0.4011860489845276
98,-0.4235420823097229,-0.40329623222351074
99,-0.40411436557769775,-0.4028720259666443
100,-0.3945499360561371,-0.41634637117385864
101,-0.4005919396877289,-0.38198888301849365
102,-0.4176144301891327,-0.3902720510959625
103,-0.4313560724258423,-0.3954474925994873
104,-0.4056955575942993,-0.39637741446495056
105,-0.3710782825946808,-0.3988511264324188
106,-0.3878571689128876,-0.39433300495147705
107,-0.40656140446662903,-0.39500758051872253
108,-0.3989810347557068,-0.38303932547569275
109,-0.31510406732559204,-0.3856296241283417
110,-0.39533206820487976,-0.38896074891090393
111,-0.4185243844985962,-0.38818129897117615
112,-0.41378381848335266,-0.4011200964450836
113,-0.400922954082489,-0.39444074034690857
114,-0.42342567443847656,-0.40261197090148926
115,-0.3887428343296051,-0.403726726770401
116,-0.421010285615921,-0.3904523551464081
117,-0.4235420823097229,-0.39738842844963074
118,-0.40411436557769775,-0.39716389775276184
119,-0.4138929545879364,-0.3943399488925934
120,-0.4005919396877289,-0.40097492933273315
121,-0.4176144301891327,-0.4053409695625305
122,-0.4313560724258423,-0.4094448685646057
123,-0.4056955575942993,-0.4091237187385559
124,-0.3710782825946808,-0.4096013009548187
125,-0.3878571689128876,-0.4069884419441223
126,-0.40656140446662903,-0.40856125950813293
127,-0.3989810347557068,-0.4011327624320984
128,-0.31510406732559204,-0.3982798457145691
129,-0.39533206820487976,-0.40421515703201294
130,-0.4185243844985962,-0.4043123126029968
131,-0.41378381848335266,-0.4117472767829895
132,-0.400922954082489,-0.4081421196460724
133,-0.42342567443847656,-0.41378653049468994
134,-0.3887428343296051,-0.41298770904541016
135,-0.421010285615921,-0.40596330165863037
136,-0.4235420823097229,-0.4095039963722229
137,-0.40411436557769775,-0.4088142514228821
138,-0.4138929545879364,-0.407714307308197
139,-0.40492644906044006,-0.40455031394958496
140,-0.4176144301891327,-0.4074218273162842
141,-0.4313560724258423,-0.4106517434120178
142,-0.4056955575942993,-0.4108423590660095
143,-0.3710782825946808,-0.410805344581604
144,-0.3878571689128876,-0.4092952609062195
145,-0.40656140446662903,-0.4095269441604614
146,-0.3989810347557068,-0.40132516622543335
147,-0.31510406732559204,-0.40068209171295166
148,-0.39533206820487976,-0.40544137358665466
149,-0.4185243844985962,-0.4056475758552551
150,-0.41378381848335266,-0.4135572910308838
151,-0.400922954082489,-0.4100443124771118
152,-0.42342567443847656,-0.41547736525535583
153,-0.3887428343296051,-0.4145878553390503
154,-0.421010285615921,-0.4078509509563446
155,-0.4235420823097229,-0.41132843494415283
156,-0.40411436557769775,-0.4105090796947479
157,-0.4138929545879364,-0.4096962809562683
158,-0.40492644906044006,-0.4067595303058624
159,-0.41227999329566956,-0.41448014974594116
160,-0.4313560724258423,-0.4063822627067566
161,-0.4056955575942993,-0.4060876965522766
162,-0.3710782825946808,-0.40575891733169556
163,-0.3878571689128876,-0.40440118312835693
164,-0.40656140446662903,-0.40516841411590576
165,-0.3989810347557068,-0.39821624755859375
166,-0.31510406732559204,-0.3961038589477539
167,-0.39533206820487976,-0.40145343542099
168,-0.4185243844985962,-0.4018954634666443
169,-0.41378381848335266,-0.4085114598274231
170,-0.400922954082489,-0.40531736612319946
171,-0.42342567443847656,-0.41026848554611206
172,-0.3887428343296051,-0.40910398960113525
173,-0.421010285615921,-0.4037027359008789
174,-0.4235420823097229,-0.4067367911338806
175,-0.40411436557769775,-0.4058348536491394
176,-0.4138929545879364,-0.4051560163497925
177,-0.40492644906044006,-0.4024956226348877
178,-0.41227999329566956,-0.4094974994659424
179,-0.42294731736183167,-0.3994634747505188
180,-0.4056955575942993,-0.3957130014896393
181,-0.3710782825946808,-0.39764881134033203
182,-0.3878571689128876,-0.3924873471260071
183,-0.40656140446662903,-0.3950948119163513
184,-0.3989810347557068,-0.3835969567298889
185,-0.31510406732559204,-0.3806122839450836
186,-0.39533206820487976,-0.388286292552948
187,-0.4185243844985962,-0.38784733414649963
188,-0.41378381848335266,-0.39998316764831543
189,-0.400922954082489,-0.3939322233200073
190,-0.42342567443847656,-0.402751624584198
191,-0.3887428343296051,-0.4025658369064331
192,-0.421010285615921,-0.39005035161972046
193,-0.4235420823097229,-0.39617720246315
194,-0.40411436557769775,-0.3955947756767273
195,-0.4138929545879364,-0.3932451009750366
196,-0.40492644906044006,-0.38803723454475403
197,-0.41227999329566956,-0.40307244658470154
198,-0.42294731736183167,-0.38181495666503906
199,-0.4296936094760895,-0.3876599669456482
200,-0.3710782825946808,-0.4098392724990845
201,-0.3878571689128876,-0.40506839752197266
202,-0.40656140446662903,-0.40744900703430176
203,-0.3989810347557068,-0.39803802967071533
204,-0.31510406732559204,-0.3960547149181366
205,-0.39533206820487976,-0.4018216133117676
206,-0.4185243844985962,-0.4013102650642395
207,-0.41378381848335266,-0.41148293018341064
208,-0.400922954082489,-0.4060806632041931
209,-0.42342567443847656,-0.41341400146484375
210,-0.3887428343296051,-0.4137316346168518
211,-0.421010285615921,-0.4028283953666687
212,-0.4235420823097229,-0.4083394706249237
213,-0.40411436557769775,-0.4080263376235962
214,-0.4138929545879364,-0.40569621324539185
215,-0.40492644906044006,-0.4011905789375305
216,-0.41227999329566956,-0.4141303300857544
217,-0.42294731736183167,-0.39655208587646484
218,-0.4296936094760895,-0.40065813064575195
219,-0.41575539112091064,-0.4082619249820709
220,-0.3878571689128876,-0.4091034531593323
221,-0.40656140446662903,-0.41171759366989136
222,-0.3989810347557068,-0.40620213747024536
223,-0.31510406732559204,-0.40122199058532715
224,-0.39533206820487976,-0.40780168771743774
225,-0.4185243844985962,-0.4077785611152649
226,-0.41378381848335266,-0.41328558325767517
227,-0.400922954082489,-0.410690039396286
228,-0.42342567443847656,-0.4155186414718628
229,-0.3887428343296051,-0.41461867094039917
230,-0.421010285615921,-0.4088098406791687
231,-0.4235420823097229,-0.41132596135139465
232,-0.40411436557769775,-0.4108469784259796
233,-0.4138929545879364,-0.40996861457824707
234,-0.40492644906044006,-0.40727460384368896
235,-0.41227999329566956,-0.4157695770263672
236,-0.42294731736183167,-0.4030133783817291
237,-0.4296936094760895,-0.4086838364601135
238,-0.41575539112091064,-0.41108596324920654
239,-0.3922843933105469,-0.41518980264663696
240,-0.40656140446662903,-0.39014697074890137
241,-0.3989810347557068,-0.3858632445335388
242,-0.31510406732559204,-0.3851699233055115
243,-0.39533206820487976,-0.38807547092437744
244,-0.4185243844985962,-0.3883463740348816
245,-0.41378381848335266,-0.39222145080566406
246,-0.400922954082489,-0.3907146453857422
247,-0.42342567443847656,-0.3934258818626404
248,-0.3887428343296051,-0.39258670806884766
249,-0.421010285615921,-0.38968563079833984
250,-0.4235420823097229,-0.39114075899124146
251,-0.40411436557769775,-0.3905763626098633
252,-0.4138929545879364,-0.39044368267059326
253,-0.40492644906044006,-0.3891063928604126
254,-0.41227999329566956,-0.39259207248687744
255,-0.42294731736183167,-0.38696587085723877
256,-0.4296936094760895,-0.3887765407562256
257,-0.41575539112091064,-0.3916287124156952
258,-0.3922843933105469,-0.39240604639053345
259,-0.4207363426685333,-0.3907760977745056
260,-0.3989810347557068,-0.4072999656200409
261,-0.31510406732559204,-0.4062497317790985
262,-0.39533206820487976,-0.40965089201927185
263,-0.4185243844985962,-0.4096372723579407
264,-0.41378381848335266,-0.4145480990409851
265,-0.400922954082489,-0.4125385880470276
266,-0.42342567443847656,-0.41596919298171997
267,-0.3887428343296051,-0.41544854640960693
268,-0.421010285615921,-0.4109754264354706
269,-0.4235420823097229,-0.4130135178565979
270,-0.40411436557769775,-0.41260096430778503
271,-0.4138929545879364,-0.41206127405166626
272,-0.40492644906044006,-0.4102194905281067
273,-0.41227999329566956,-0.4155411124229431
274,-0.42294731736183167,-0.4072200059890747
275,-0.4296936094760895,-0.41004860401153564
276,-0.41575539112091064,-0.413382887840271
277,-0.3922843933105469,-0.4154168665409088
278,-0.4207363426685333,-0.4120599627494812
279,-0.4426710605621338,-0.413536012172699
280,-0.31510406732559204,-0.3879845440387726
281,-0.39533206820487976,-0.39871326088905334
282,-0.4185243844985962,-0.3990999460220337
283,-0.41378381848335266,-0.4091322422027588
284,-0.400922954082489,-0.4046276807785034
285,-0.42342567443847656,-0.4128609895706177
286,-0.3887428343296051,-0.4108264446258545
287,-0.421010285615921,-0.40160077810287476
288,-0.4235420823097229,-0.4059288203716278
289,-0.40411436557769775,-0.40469521284103394
290,-0.4138929545879364,-0.4036117494106293
291,-0.40492644906044006,-0.3992243707180023
292,-0.41227999329566956,-0.4122488498687744
293,-0.42294731736183167,-0.3925255537033081
294,-0.4296936094760895,-0.40063750743865967
295,-0.41575539112091064,-0.406085729598999
296,-0.3922843933105469,-0.411295622587204
297,-0.4207363426685333,-0.4033949375152588
298,-0.4426710605621338,-0.40641817450523376
299,-0.40485116839408875,-0.4047356843948364
300,-0.39533206820487976,-0.3927169144153595
301,-0.4185243844985962,-0.3933568596839905
302,-0.41378381848335266,-0.404350221157074
303,-0.400922954082489,-0.3979173004627228
304,-0.42342567443847656,-0.4061281681060791
305,-0.3887428343296051,-0.40518176555633545
306,-0.421010285615921,-0.39561155438423157
307,-0.4235420823097229,-0.4016598165035248
308,-0.40411436557769775,-0.40037086606025696
309,-0.4138929545879364,-0.39855891466140747
310,-0.40492644906044006,-0.39374932646751404
311,-0.41227999329566956,-0.40557971596717834
312,-0.42294731736183167,-0.3908082842826843
313,-0.4296936094760895,-0.392455518245697
314,-0.41575539112091064,-0.4019242525100708
315,-0.3922843933105469,-0.4048941731452942
316,-0.4207363426685333,-0.39814502000808716
317,-0.4426710605621338,-0.40482109785079956
318,-0.40485116839408875,-0.3981180191040039
319,-0.4142526686191559,-0.39741575717926025
320,-0.4185243844985962,-0.4015595614910126
321,-0.41378381848335266,-0.41039571166038513
322,-0.400922954082489,-0.4063399136066437
323,-0.42342567443847656,-0.41177913546562195
324,-0.3887428343296051,-0.4123263955116272
325,-0.421010285615921,-0.4034501612186432
326,-0.4235420823097229,-0.40770265460014343
327,-0.40411436557769775,-0.4075494408607483
328,-0.4138929545879364,-0.40593454241752625
329,-0.40492644906044006,-0.40268635749816895
330,-0.41227999329566956,-0.41157856583595276
331,-0.42294731736183167,-0.3987591564655304
